40,384,653,345,54,48,-1,-1,-1
41,5,166,88,36,27,-1,-1,-1
41,6,564,115,140,82,-1,-1,-1
41,8,110,81,21,14,-1,-1,-1
41,384,653,345,54,48,-1,-1,-1
42,4,59,66,16,11,-1,-1,-1
42,5,169,88,36,28,-1,-1,-1
42,6,554,113,135,82,-1,-1,-1
42,8,111,81,20,14,-1,-1,-1
42,384,653,345,54,48,-1,-1,-1
43,4,59,67,16,11,-1,-1,-1
43,5,172,88,39,30,-1,-1,-1
43,6,540,110,130,80,-1,-1,-1
43,8,113,82,20,15,-1,-1,-1
43,384,653,344,54,49,-1,-1,-1
44,4,60,67,16,11,-1,-1,-1
44,5,174,89,42,31,-1,-1,-1
44,6,527,109,126,77,-1,-1,-1
44,8,117,82,20,15,-1,-1,-1
44,384,653,344,54,49,-1,-1,-1
45,4,61,67,16,11,-1,-1,-1
45,5,176,90,45,32,-1,-1,-1
45,6,513,107,122,73,-1,-1,-1
45,8,121,83,20,15,-1,-1,-1
45,384,653,344,54,48,-1,-1,-1
46,4,63,67,17,12,-1,-1,-1
46,5,178,90,48,33,-1,-1,-1
46,6,499,105,118,69,-1,-1,-1
46,8,124,84,20,16,-1,-1,-1
46,384,653,344,54,48,-1,-1,-1
47,4,63,67,17,12,-1,-1,-1
47,5,182,91,50,34,-1,-1,-1
47,6,484,102,116,66,-1,-1,-1
47,8,127,84,21,16,-1,-1,-1
47,384,653,344,54,48,-1,-1,-1
48,4,63,67,17,12,-1,-1,-1
48,5,185,91,52,34,-1,-1,-1
48,6,471,100,113,63,-1,-1,-1
48,8,130,85,21,17,-1,-1,-1
48,384,653,344,54,48,-1,-1,-1
49,5,189,93,53,34,-1,-1,-1
49,6,459,100,107,59,-1,-1,-1
49,7,340,100,29,21,-1,-1,-1
49,8,134,86,21,16,-1,-1,-1
49,384,653,344,54,48,-1,-1,-1
50,5,193,94,54,35,-1,-1,-1
50,6,449,100,99,54,-1,-1,-1
50,7,335,99,28,21,-1,-1,-1
50,8,138,87,21,16,-1,-1,-1
50,384,653,344,54,48,-1,-1,-1
51,5,199,96,54,34,-1,-1,-1
51,6,438,100,93,49,-1,-1,-1
51,7,329,98,29,21,-1,-1,-1
51,8,143,89,21,16,-1,-1,-1
51,384,653,344,53,48,-1,-1,-1
52,5,206,98,55,36,-1,-1,-1
52,6,428,99,89,47,-1,-1,-1
52,7,321,97,29,21,-1,-1,-1
52,8,147,90,21,15,-1,-1,-1
52,384,653,344,53,48,-1,-1,-1
53,5,212,100,56,35,-1,-1,-1
53,6,417,98,86,46,-1,-1,-1
53,7,314,96,29,21,-1,-1,-1
53,8,151,92,21,15,-1,-1,-1
53,384,653,344,53,48,-1,-1,-1
54,5,217,102,56,36,-1,-1,-1
54,6,407,96,83,45,-1,-1,-1
54,7,307,95,28,20,-1,-1,-1
54,8,155,93,21,15,-1,-1,-1
54,384,653,344,53,48,-1,-1,-1
55,5,222,104,57,37,-1,-1,-1
55,6,397,94,80,44,-1,-1,-1
55,7,300,94,27,19,-1,-1,-1
55,8,159,94,21,16,-1,-1,-1
55,384,653,344,54,48,-1,-1,-1
56,5,228,105,58,37,-1,-1,-1
56,6,389,92,76,43,-1,-1,-1
56,7,297,93,27,19,-1,-1,-1
56,8,163,96,22,16,-1,-1,-1
56,384,653,344,54,48,-1,-1,-1
57,5,235,107,61,39,-1,-1,-1
57,6,381,91,71,42,-1,-1,-1
57,7,294,92,28,19,-1,-1,-1
57,8,167,97,23,16,-1,-1,-1
57,384,653,344,54,48,-1,-1,-1
58,5,241,108,64,41,-1,-1,-1
58,6,372,90,68,41,-1,-1,-1
58,8,171,98,24,16,-1,-1,-1
58,384,653,344,54,48,-1,-1,-1
59,5,249,108,66,44,-1,-1,-1
59,6,363,88,66,39,-1,-1,-1
59,8,175,99,25,17,-1,-1,-1
59,384,653,344,54,48,-1,-1,-1
60,5,255,108,68,47,-1,-1,-1
60,6,353,87,66,37,-1,-1,-1
60,8,179,99,26,18,-1,-1,-1
60,384,653,344,54,48,-1,-1,-1
61,5,263,111,70,48,-1,-1,-1
61,6,343,86,66,36,-1,-1,-1
61,8,183,100,27,19,-1,-1,-1
61,384,653,344,54,48,-1,-1,-1
62,5,271,114,72,47,-1,-1,-1
62,6,333,86,67,35,-1,-1,-1
62,8,187,101,27,19,-1,-1,-1
62,384,653,344,54,48,-1,-1,-1
63,5,281,118,74,47,-1,-1,-1
63,6,324,84,67,36,-1,-1,-1
63,8,191,103,28,19,-1,-1,-1
63,384,653,344,54,48,-1,-1,-1
64,5,288,120,78,50,-1,-1,-1
64,6,316,83,66,36,-1,-1,-1
64,8,195,105,28,19,-1,-1,-1
64,384,653,344,54,48,-1,-1,-1
65,5,296,121,84,54,-1,-1,-1
65,6,309,82,63,36,-1,-1,-1
65,8,201,107,28,18,-1,-1,-1
65,384,653,345,54,48,-1,-1,-1
66,5,300,122,92,59,-1,-1,-1
66,6,303,82,61,35,-1,-1,-1
66,8,207,108,28,18,-1,-1,-1
66,384,653,345,54,48,-1,-1,-1
67,5,308,124,96,63,-1,-1,-1
67,6,297,81,59,34,-1,-1,-1
67,8,213,110,28,19,-1,-1,-1
67,384,653,345,54,48,-1,-1,-1
68,5,317,126,101,66,-1,-1,-1
68,6,290,79,57,33,-1,-1,-1
68,8,220,111,28,20,-1,-1,-1
68,384,653,345,54,48,-1,-1,-1
69,5,327,128,106,69,-1,-1,-1
69,6,284,78,55,33,-1,-1,-1
69,8,226,113,28,20,-1,-1,-1
69,384,653,345,54,48,-1,-1,-1
70,5,337,132,112,70,-1,-1,-1
70,6,279,77,54,32,-1,-1,-1
70,8,230,113,28,21,-1,-1,-1
70,384,653,345,54,48,-1,-1,-1
71,5,348,135,116,71,-1,-1,-1
71,6,274,76,53,31,-1,-1,-1
71,8,232,114,28,21,-1,-1,-1
71,384,653,345,54,48,-1,-1,-1
72,5,360,138,120,74,-1,-1,-1
72,6,268,76,52,30,-1,-1,-1
72,10,111,83,23,16,-1,-1,-1
72,384,653,345,54,48,-1,-1,-1
73,5,373,139,125,77,-1,-1,-1
73,6,264,75,49,29,-1,-1,-1
73,10,113,84,23,15,-1,-1,-1
73,384,653,345,54,48,-1,-1,-1
74,5,384,141,132,80,-1,-1,-1
74,6,260,76,46,27,-1,-1,-1
74,10,116,84,22,15,-1,-1,-1
74,384,653,345,54,48,-1,-1,-1
75,5,396,144,140,83,-1,-1,-1
75,6,257,76,42,25,-1,-1,-1
75,10,119,85,22,14,-1,-1,-1
75,384,653,345,54,48,-1,-1,-1
76,5,407,147,148,85,-1,-1,-1
76,6,255,76,41,25,-1,-1,-1
76,10,122,86,21,14,-1,-1,-1
76,384,653,345,54,48,-1,-1,-1
77,5,421,152,155,86,-1,-1,-1
77,6,253,75,40,25,-1,-1,-1
77,10,126,88,21,14,-1,-1,-1
77,384,653,345,54,48,-1,-1,-1
78,5,435,158,158,85,-1,-1,-1
78,10,130,89,21,14,-1,-1,-1
78,384,653,345,54,48,-1,-1,-1
79,5,452,164,162,84,-1,-1,-1
79,9,315,101,22,15,-1,-1,-1
79,10,134,90,20,14,-1,-1,-1
79,384,653,345,54,49,-1,-1,-1
80,5,470,171,166,83,-1,-1,-1
80,9,309,99,21,15,-1,-1,-1
80,10,138,91,20,14,-1,-1,-1
80,384,653,345,55,49,-1,-1,-1
81,5,492,180,172,85,-1,-1,-1
81,9,305,98,21,15,-1,-1,-1
81,10,142,92,19,14,-1,-1,-1
81,384,653,346,55,49,-1,-1,-1
82,5,510,187,178,86,-1,-1,-1
82,9,299,97,21,15,-1,-1,-1
82,10,145,93,20,14,-1,-1,-1
82,384,653,346,55,49,-1,-1,-1
83,5,529,195,182,87,-1,-1,-1
83,9,292,96,21,15,-1,-1,-1
83,10,149,94,20,14,-1,-1,-1
83,384,653,346,55,49,-1,-1,-1
84,5,537,197,184,87,-1,-1,-1
84,9,286,95,21,15,-1,-1,-1
84,10,154,95,20,14,-1,-1,-1
84,384,653,345,55,49,-1,-1,-1
85,5,544,200,184,88,-1,-1,-1
85,9,282,94,21,14,-1,-1,-1
85,10,159,96,20,14,-1,-1,-1
85,384,653,344,55,50,-1,-1,-1
86,9,280,94,21,15,-1,-1,-1
86,10,163,97,20,14,-1,-1,-1
86,384,653,344,55,50,-1,-1,-1
87,10,167,98,21,15,-1,-1,-1
87,384,653,345,55,49,-1,-1,-1
88,10,172,99,22,15,-1,-1,-1
88,384,653,345,55,48,-1,-1,-1
89,10,176,101,23,15,-1,-1,-1
89,384,653,345,54,49,-1,-1,-1
90,10,181,102,24,16,-1,-1,-1
90,384,653,344,54,49,-1,-1,-1
91,10,185,104,25,16,-1,-1,-1
91,384,653,344,54,49,-1,-1,-1
92,10,190,105,25,17,-1,-1,-1
92,384,653,344,54,49,-1,-1,-1
93,10,196,107,25,16,-1,-1,-1
93,384,653,344,54,49,-1,-1,-1
94,10,202,108,25,17,-1,-1,-1
94,384,653,344,54,49,-1,-1,-1
95,10,208,110,25,17,-1,-1,-1
95,384,653,345,54,49,-1,-1,-1
96,10,215,112,25,17,-1,-1,-1
96,384,653,345,54,49,-1,-1,-1
97,10,222,113,25,17,-1,-1,-1
97,11,404,113,28,18,-1,-1,-1
97,384,653,345,54,49,-1,-1,-1
98,10,229,115,25,17,-1,-1,-1
98,11,396,111,27,17,-1,-1,-1
98,384,653,345,55,49,-1,-1,-1
99,10,237,118,25,17,-1,-1,-1
99,11,390,110,27,17,-1,-1,-1
99,384,653,346,55,48,-1,-1,-1
100,10,244,120,26,16,-1,-1,-1
100,11,382,109,26,16,-1,-1,-1
100,384,653,347,55,47,-1,-1,-1
101,10,252,123,26,16,-1,-1,-1
101,11,373,107,26,16,-1,-1,-1
101,384,653,346,54,47,-1,-1,-1
102,10,260,124,27,17,-1,-1,-1
102,11,364,105,25,16,-1,-1,-1
102,384,652,345,54,49,-1,-1,-1
103,10,268,126,27,18,-1,-1,-1
103,11,355,104,25,16,-1,-1,-1
103,384,652,345,54,49,-1,-1,-1
104,10,277,129,28,18,-1,-1,-1
104,11,347,102,24,16,-1,-1,-1
104,384,652,344,54,49,-1,-1,-1
105,10,282,131,28,19,-1,-1,-1
105,11,338,101,24,15,-1,-1,-1
105,384,652,345,54,49,-1,-1,-1
106,10,285,133,28,18,-1,-1,-1
106,11,330,99,24,15,-1,-1,-1
106,384,652,344,54,49,-1,-1,-1
107,11,321,98,24,15,-1,-1,-1
107,384,652,345,54,49,-1,-1,-1
108,11,314,96,23,16,-1,-1,-1
108,384,652,344,54,49,-1,-1,-1
109,11,306,94,22,16,-1,-1,-1
109,384,652,345,54,49,-1,-1,-1
110,11,300,93,22,17,-1,-1,-1
110,384,652,345,54,49,-1,-1,-1
111,11,292,92,22,16,-1,-1,-1
111,384,652,345,54,49,-1,-1,-1
112,11,286,91,21,15,-1,-1,-1
112,384,652,345,54,48,-1,-1,-1
113,11,280,90,20,15,-1,-1,-1
113,384,652,345,54,48,-1,-1,-1
114,11,274,89,20,14,-1,-1,-1
114,384,652,345,54,48,-1,-1,-1
115,11,268,89,20,14,-1,-1,-1
115,384,652,345,54,48,-1,-1,-1
116,11,264,88,20,13,-1,-1,-1
116,384,652,345,54,48,-1,-1,-1
117,11,262,88,20,13,-1,-1,-1
117,384,652,345,54,48,-1,-1,-1
118,384,652,345,54,48,-1,-1,-1
119,384,652,345,54,48,-1,-1,-1
120,384,652,345,54,48,-1,-1,-1
121,384,652,345,54,48,-1,-1,-1
122,384,652,345,54,48,-1,-1,-1
123,384,652,345,54,48,-1,-1,-1
124,12,60,64,17,14,-1,-1,-1
124,384,652,345,54,48,-1,-1,-1
125,12,60,64,17,14,-1,-1,-1
125,14,331,102,23,16,-1,-1,-1
125,384,652,345,54,48,-1,-1,-1
126,12,59,64,16,13,-1,-1,-1
126,14,325,101,23,16,-1,-1,-1
126,384,652,345,54,48,-1,-1,-1
127,12,59,64,16,13,-1,-1,-1
127,14,320,100,23,16,-1,-1,-1
127,384,652,345,53,48,-1,-1,-1
128,12,60,64,16,13,-1,-1,-1
128,14,313,99,22,16,-1,-1,-1
128,384,652,344,54,49,-1,-1,-1
129,12,61,64,16,13,-1,-1,-1
129,14,306,98,22,16,-1,-1,-1
129,384,652,344,53,49,-1,-1,-1
130,12,62,64,15,13,-1,-1,-1
130,14,300,97,22,16,-1,-1,-1
130,384,652,344,53,48,-1,-1,-1
131,12,63,64,15,13,-1,-1,-1
131,13,76,68,17,15,-1,-1,-1
131,14,292,96,22,15,-1,-1,-1
131,384,652,344,53,48,-1,-1,-1
132,12,64,64,15,13,-1,-1,-1
132,13,77,68,17,15,-1,-1,-1
132,14,285,95,22,15,-1,-1,-1
132,384,652,344,53,48,-1,-1,-1
133,12,65,64,15,13,-1,-1,-1
133,13,78,68,17,15,-1,-1,-1
133,14,278,94,22,15,-1,-1,-1
133,384,652,344,53,48,-1,-1,-1
134,12,66,65,15,13,-1,-1,-1
134,13,77,68,17,15,-1,-1,-1
134,14,272,92,23,15,-1,-1,-1
134,384,652,344,53,48,-1,-1,-1
135,12,68,66,16,13,-1,-1,-1
135,13,77,68,17,15,-1,-1,-1
135,14,266,91,23,15,-1,-1,-1
135,384,652,344,53,48,-1,-1,-1
136,12,69,66,16,13,-1,-1,-1
136,13,77,68,17,14,-1,-1,-1
136,14,260,90,24,15,-1,-1,-1
136,384,652,344,53,48,-1,-1,-1
137,12,71,67,16,13,-1,-1,-1
137,14,254,89,24,16,-1,-1,-1
137,384,652,344,54,48,-1,-1,-1
138,12,72,67,16,13,-1,-1,-1
138,14,249,88,25,16,-1,-1,-1
138,384,652,344,54,48,-1,-1,-1
139,12,73,67,17,14,-1,-1,-1
139,14,243,87,26,16,-1,-1,-1
139,384,652,344,54,48,-1,-1,-1
140,12,75,67,18,14,-1,-1,-1
140,14,237,86,26,17,-1,-1,-1
140,384,652,344,54,48,-1,-1,-1
141,12,76,67,18,14,-1,-1,-1
141,14,232,85,27,17,-1,-1,-1
141,384,652,344,54,48,-1,-1,-1
142,12,78,67,18,13,-1,-1,-1
142,14,226,84,26,17,-1,-1,-1
142,384,652,344,54,48,-1,-1,-1
143,12,79,67,19,13,-1,-1,-1
143,14,221,82,25,17,-1,-1,-1
143,384,652,344,54,48,-1,-1,-1
144,12,80,67,19,13,-1,-1,-1
144,14,215,80,24,16,-1,-1,-1
144,384,652,344,54,48,-1,-1,-1
145,12,81,67,19,13,-1,-1,-1
145,14,213,80,24,16,-1,-1,-1
145,384,652,344,54,48,-1,-1,-1
146,14,211,79,23,16,-1,-1,-1
146,384,652,344,54,48,-1,-1,-1
147,384,652,344,54,48,-1,-1,-1
148,384,652,344,54,48,-1,-1,-1
149,384,652,344,54,48,-1,-1,-1
150,15,106,84,23,16,-1,-1,-1
150,384,652,344,54,48,-1,-1,-1
151,15,107,85,23,15,-1,-1,-1
151,16,287,96,21,14,-1,-1,-1
151,384,652,344,54,48,-1,-1,-1
152,15,108,85,22,15,-1,-1,-1
152,16,282,95,21,13,-1,-1,-1
152,384,652,344,54,48,-1,-1,-1
153,15,108,85,22,15,-1,-1,-1
153,16,278,94,21,13,-1,-1,-1
153,384,652,344,54,48,-1,-1,-1
154,15,109,85,21,15,-1,-1,-1
154,16,272,94,21,13,-1,-1,-1
154,17,43,61,19,13,-1,-1,-1
154,384,652,344,54,48,-1,-1,-1
155,15,109,84,21,15,-1,-1,-1
155,16,270,93,21,13,-1,-1,-1
155,17,44,61,18,13,-1,-1,-1
155,384,653,344,54,48,-1,-1,-1
156,15,109,84,21,15,-1,-1,-1
156,16,268,93,21,13,-1,-1,-1
156,17,45,61,18,13,-1,-1,-1
156,384,653,344,54,48,-1,-1,-1
157,17,46,61,17,13,-1,-1,-1
157,18,111,80,18,13,-1,-1,-1
157,19,124,95,17,13,-1,-1,-1
157,384,653,345,54,48,-1,-1,-1
158,17,47,61,18,13,-1,-1,-1
158,18,112,80,18,13,-1,-1,-1
158,19,126,95,17,13,-1,-1,-1
158,384,653,345,54,47,-1,-1,-1
159,17,47,61,19,13,-1,-1,-1
159,18,114,80,18,13,-1,-1,-1
159,19,127,96,17,13,-1,-1,-1
159,384,653,345,54,47,-1,-1,-1
160,17,47,61,19,14,-1,-1,-1
160,18,116,80,18,13,-1,-1,-1
160,19,129,97,17,12,-1,-1,-1
160,384,653,345,54,47,-1,-1,-1
161,17,48,61,19,14,-1,-1,-1
161,18,119,81,18,13,-1,-1,-1
161,19,132,98,17,12,-1,-1,-1
161,384,653,345,54,47,-1,-1,-1
162,17,48,62,20,14,-1,-1,-1
162,18,121,81,18,13,-1,-1,-1
162,19,134,99,17,12,-1,-1,-1
162,384,653,345,54,47,-1,-1,-1
163,17,48,62,20,15,-1,-1,-1
163,18,121,81,18,13,-1,-1,-1
163,19,136,99,17,13,-1,-1,-1
163,384,653,345,54,47,-1,-1,-1
164,17,48,62,20,15,-1,-1,-1
164,19,137,100,17,13,-1,-1,-1
164,384,653,345,54,47,-1,-1,-1
165,17,49,62,21,15,-1,-1,-1
165,19,138,99,17,13,-1,-1,-1
165,384,653,345,54,48,-1,-1,-1
166,17,50,62,22,15,-1,-1,-1
166,384,653,345,54,48,-1,-1,-1
167,17,51,63,22,14,-1,-1,-1
167,384,653,345,54,48,-1,-1,-1
168,17,52,64,22,14,-1,-1,-1
168,384,653,345,54,48,-1,-1,-1
169,17,53,64,23,14,-1,-1,-1
169,20,195,99,22,15,-1,-1,-1
169,384,653,345,54,48,-1,-1,-1
170,17,53,64,24,14,-1,-1,-1
170,20,199,100,22,15,-1,-1,-1
170,384,653,345,54,48,-1,-1,-1
171,17,54,64,25,15,-1,-1,-1
171,20,203,101,22,15,-1,-1,-1
171,384,653,345,54,48,-1,-1,-1
172,17,55,64,25,15,-1,-1,-1
172,20,206,101,22,16,-1,-1,-1
172,384,653,345,54,48,-1,-1,-1
173,17,56,64,25,15,-1,-1,-1
173,20,208,101,22,16,-1,-1,-1
173,21,168,116,17,13,-1,-1,-1
173,384,653,345,54,48,-1,-1,-1
174,17,57,65,25,15,-1,-1,-1
174,21,169,116,18,14,-1,-1,-1
174,384,653,345,53,48,-1,-1,-1
175,17,59,65,25,16,-1,-1,-1
175,21,170,117,18,14,-1,-1,-1
175,384,653,345,53,48,-1,-1,-1
176,17,60,65,24,17,-1,-1,-1
176,21,170,117,19,14,-1,-1,-1
176,384,653,345,53,48,-1,-1,-1
177,17,61,64,24,18,-1,-1,-1
177,384,653,345,54,48,-1,-1,-1
178,17,63,65,25,18,-1,-1,-1
178,384,653,345,54,48,-1,-1,-1
179,17,64,65,26,19,-1,-1,-1
179,22,184,122,20,16,-1,-1,-1
179,384,653,345,54,48,-1,-1,-1
180,17,66,65,26,19,-1,-1,-1
180,22,185,122,21,16,-1,-1,-1
180,384,653,344,54,48,-1,-1,-1
181,17,67,66,26,19,-1,-1,-1
181,22,187,122,21,16,-1,-1,-1
181,23,48,55,17,13,-1,-1,-1
181,384,653,344,54,48,-1,-1,-1
182,17,69,66,26,19,-1,-1,-1
182,22,189,124,21,17,-1,-1,-1
182,23,48,54,18,14,-1,-1,-1
182,384,653,344,54,48,-1,-1,-1
183,17,70,66,26,19,-1,-1,-1
183,22,193,125,22,16,-1,-1,-1
183,23,48,54,18,14,-1,-1,-1
183,384,653,344,54,48,-1,-1,-1
184,17,72,67,26,18,-1,-1,-1
184,22,195,126,22,16,-1,-1,-1
184,23,48,54,18,14,-1,-1,-1
184,384,653,344,54,48,-1,-1,-1
185,17,74,68,25,18,-1,-1,-1
185,22,199,128,22,16,-1,-1,-1
185,23,48,55,17,13,-1,-1,-1
185,384,653,344,54,48,-1,-1,-1
186,17,75,68,24,17,-1,-1,-1
186,22,202,129,22,17,-1,-1,-1
186,23,49,55,17,12,-1,-1,-1
186,384,653,344,54,48,-1,-1,-1
187,17,77,69,24,17,-1,-1,-1
187,22,206,130,22,17,-1,-1,-1
187,23,50,56,17,12,-1,-1,-1
187,384,653,344,54,48,-1,-1,-1
188,17,79,69,25,17,-1,-1,-1
188,22,210,132,22,17,-1,-1,-1
188,23,51,56,17,12,-1,-1,-1
188,384,653,344,54,48,-1,-1,-1
189,17,81,69,26,18,-1,-1,-1
189,22,214,133,22,17,-1,-1,-1
189,23,53,57,17,12,-1,-1,-1
189,384,653,344,54,48,-1,-1,-1
190,17,82,69,27,18,-1,-1,-1
190,22,217,134,23,18,-1,-1,-1
190,23,54,57,17,12,-1,-1,-1
190,384,653,344,54,48,-1,-1,-1
191,17,84,69,27,18,-1,-1,-1
191,22,221,135,23,19,-1,-1,-1
191,23,55,58,17,12,-1,-1,-1
191,384,653,344,54,48,-1,-1,-1
192,17,85,69,28,18,-1,-1,-1
192,22,225,137,24,19,-1,-1,-1
192,23,56,58,17,12,-1,-1,-1
192,384,653,344,54,48,-1,-1,-1
193,17,86,69,28,18,-1,-1,-1
193,22,229,139,24,18,-1,-1,-1
193,23,58,59,17,12,-1,-1,-1
193,384,653,344,54,48,-1,-1,-1
194,22,234,142,24,17,-1,-1,-1
194,23,59,59,17,12,-1,-1,-1
194,384,653,344,54,48,-1,-1,-1
195,22,238,144,25,17,-1,-1,-1
195,23,60,60,17,12,-1,-1,-1
195,384,653,344,54,48,-1,-1,-1
196,22,242,146,25,18,-1,-1,-1
196,23,61,60,17,12,-1,-1,-1
196,27,102,78,26,17,-1,-1,-1
196,384,653,344,54,48,-1,-1,-1
197,22,246,148,27,19,-1,-1,-1
197,23,62,60,18,12,-1,-1,-1
197,27,104,79,25,17,-1,-1,-1
197,384,653,344,54,48,-1,-1,-1
198,22,251,150,27,20,-1,-1,-1
198,23,62,60,19,12,-1,-1,-1
198,27,105,80,25,17,-1,-1,-1
198,384,653,344,54,48,-1,-1,-1
199,22,256,151,28,20,-1,-1,-1
199,23,62,60,20,13,-1,-1,-1
199,27,107,81,24,17,-1,-1,-1
199,384,653,344,54,48,-1,-1,-1
200,22,261,153,28,21,-1,-1,-1
200,23,63,60,20,13,-1,-1,-1
200,27,109,82,24,17,-1,-1,-1
200,384,653,344,54,49,-1,-1,-1
201,22,266,155,29,21,-1,-1,-1
201,23,64,60,20,13,-1,-1,-1
201,27,111,82,24,18,-1,-1,-1
201,384,653,344,54,49,-1,-1,-1
202,22,270,157,29,21,-1,-1,-1
202,23,66,60,20,13,-1,-1,-1
202,27,112,82,25,18,-1,-1,-1
202,384,653,344,54,49,-1,-1,-1
203,22,275,159,30,22,-1,-1,-1
203,23,67,60,20,14,-1,-1,-1
203,27,113,82,27,20,-1,-1,-1
203,384,653,344,54,49,-1,-1,-1
204,22,280,161,30,22,-1,-1,-1
204,23,68,60,21,14,-1,-1,-1
204,27,114,82,29,20,-1,-1,-1
204,384,653,344,54,49,-1,-1,-1
205,22,286,163,31,22,-1,-1,-1
205,23,69,61,22,15,-1,-1,-1
205,27,115,82,31,21,-1,-1,-1
205,384,653,343,54,49,-1,-1,-1
206,22,291,165,32,23,-1,-1,-1
206,23,69,61,23,15,-1,-1,-1
206,27,116,83,32,21,-1,-1,-1
206,384,653,344,54,48,-1,-1,-1
207,22,297,166,33,24,-1,-1,-1
207,23,71,61,23,15,-1,-1,-1
207,27,119,83,32,21,-1,-1,-1
207,384,653,344,54,48,-1,-1,-1
208,22,302,168,33,25,-1,-1,-1
208,23,73,62,23,15,-1,-1,-1
208,27,121,83,33,22,-1,-1,-1
208,384,653,344,54,48,-1,-1,-1
209,22,307,170,33,25,-1,-1,-1
209,23,74,63,22,15,-1,-1,-1
209,27,124,84,33,22,-1,-1,-1
209,384,653,344,54,49,-1,-1,-1
210,22,312,173,33,25,-1,-1,-1
210,23,75,63,22,15,-1,-1,-1
210,27,127,85,34,22,-1,-1,-1
210,384,653,345,54,48,-1,-1,-1
211,22,317,175,34,26,-1,-1,-1
211,23,76,63,22,15,-1,-1,-1
211,27,132,87,33,21,-1,-1,-1
211,384,653,346,54,48,-1,-1,-1
212,22,322,177,34,27,-1,-1,-1
212,23,76,63,22,15,-1,-1,-1
212,27,136,89,32,21,-1,-1,-1
